"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Julio Francisco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".212",".246",".458",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002694"
"Edwin Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".204",".259",".463",".200","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828243"
"Kendy Moya","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".205",".205",".409",".183","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917443"
"Luis Joseph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".204",".234",".439",".191","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828231"
"Pablo Abreu","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".215",".256",".472",".206","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003329"
"Diowill Burgos","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".204",".249",".454",".197","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005740"
"Jhon Solarte","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".208",".239",".447",".195","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005510"
"Billy Wilson","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".207",".254",".461",".201","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006851"
"Carlos De La Cruz","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".210",".260",".471",".204","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006903"
"Matt Gorski","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".211",".248",".460",".201","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010399"
"Kevin Lachance","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".209",".217",".426",".190","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918198"
"Esney Chacon","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".210",".239",".449",".196","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003267"
"Brayan Buelvas","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".201",".235",".436",".190","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008868"
"Jonatan Clase","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".204",".224",".428",".189","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008787"
"Alberoni Nunez","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".202",".251",".453",".196","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002633"
"Kevin Infante","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".206",".250",".456",".197","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010877"
"Neyfi Marinez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".207",".245",".452",".197","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005931"
"Aldenis Sanchez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".205",".223",".428",".189","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003222"
"Bryan Santos","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".203",".227",".430",".189","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003382"
"Avery Tuck","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".204",".246",".450",".196","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006864"
"Caldioli Sanfler","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".218",".255",".473",".206","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002621"
"Zach Ashford","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".204",".240",".444",".194","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009886"
"Axel Aleixo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".207",".246",".453",".198","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003232"
"Will Matthiessen","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".209",".248",".457",".199","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1116023"
"Sean Guilbe","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".198",".233",".432",".188","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008185"
"Joerlin De Los Santos","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".210",".240",".449",".197","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005723"
"Adonis Figuereo","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".206",".241",".447",".195","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005758"
"Luis Guerrero","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".201",".225",".426",".189","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010713"
"Brandon Polizzi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".211",".237",".448",".197","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002885"
"Isaac Collins","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".231",".261",".491",".214","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009884"
"William Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".210",".240",".450",".197","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917134"
"Jose Almonte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".204",".250",".453",".197","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828294"
"Brenton Doyle","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".231",".283",".514",".223","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009965"
"Antoine Duplantis","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".203",".239",".442",".193","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011224"
"Iraj Serrano","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".206",".216",".422",".188","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916710"
"Kennie Taylor","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".198",".245",".444",".192","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169940"
"Luis Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".202",".226",".427",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828503"
"Victor Bericoto","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".209",".230",".440",".195","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008767"
"Hansel Otamendi","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".212",".231",".443",".196","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009340"
"Kwan Adkins","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".207",".235",".442",".194","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007000"
"Cameron Eden","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".202",".236",".439",".192","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009883"
"Gabriel Martinez","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".201",".241",".442",".193","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008865"
"Geraldo Quintero","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".210",".227",".438",".192","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008942"
"Armani Smith","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".204",".238",".442",".193","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918911"
"Evan Alexander","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".204",".228",".432",".191","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918444"
"Michael De La Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".208",".235",".443",".195","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736903"
"Jandel Paulino","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".206",".232",".438",".193","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005779"
"Rainier Rivas","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".197",".228",".425",".186","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005527"
"Kingston Liniak","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".204",".238",".441",".192","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007020"
"Fernando Kelli","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".210",".243",".454",".199","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917351"
"Darryl Collins","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".205",".239",".443",".193","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010154"
"Jacob Sanford","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".193",".248",".441",".190","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010585"
"Ronier Lascarro","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".221",".240",".461",".204","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005512"
"Beicker Mendoza","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".200",".243",".443",".192","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872804"
"Raul Beracierta","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".203",".228",".431",".190","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917116"
"Matthew Fraizer","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".207",".242",".449",".196","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918983"
"Jack Stronach","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".204",".240",".444",".194","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010271"
"Harrison Freed","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".199",".243",".441",".192","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010041"
"Jesus Marriaga","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".218",".228",".446",".199","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917311"
"Victor Nova","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".198",".226",".424",".187","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006075"
"Brandon Vicens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".205",".236",".441",".194","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829688"
"Dan Swain","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".204",".237",".441",".194","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004300"
"Cesar Idrogo","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".205",".245",".450",".195","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005479"
"Adrian Ramos","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".203",".222",".425",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007313"
"Gionti Turner","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".190",".208",".398",".175","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007326"
"Isaac Bellony","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".199",".240",".439",".192","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009542"
"Cesar Garcia","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".206",".224",".430",".189","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007039"
"Marcos Estevez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".201",".239",".440",".193","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917164"
"Angel Aponte","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".210",".256",".467",".202","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003319"
"Wil Dalton","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".203",".244",".448",".196","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010273"
"Rafael Herrera","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".210",".238",".448",".197","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007052"
"Max Smith","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".198",".238",".437",".190","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1170615"
"Julio Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".202",".240",".441",".193","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872583"
"Dyron Campos","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".200",".231",".431",".188","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008937"
"Alex Junior","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".200",".225",".425",".188","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007649"
"Tre Gantt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".205",".231",".437",".192","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004070"
"Freddy Valdez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".196",".236",".433",".188","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009190"
"Korey Holland","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".210",".227",".437",".194","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008249"
"Francisco Palma","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".228",".275",".503",".218","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006193"
"Madison Santos","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".192",".240",".432",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006206"
"George Bell","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".200",".234",".434",".190","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007067"
"Nelfy Abreu","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".208",".236",".443",".194","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005535"
"James Terrell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".198",".243",".441",".192","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875584"
"Jacob Olson","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".202",".248",".449",".195","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010394"
"Jose Reina","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".199",".234",".433",".189","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005911"
"Ranfy Adon","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".194",".234",".428",".187","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872525"
"Victor Mesa Jr.","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".201",".228",".428",".188","","14","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010700"
"Kwang-Min Kwon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".202",".233",".434",".190","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa943356"
"Raymundo Moreno","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".197",".226",".423",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa885129"
"Markel Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".205",".224",".429",".190","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918877"
"Diego Infante","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".188",".228",".416",".181","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003280"
"Juan Pie","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".202",".238",".440",".192","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005531"
"K.V. Edwards","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".190",".222",".412",".181","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008109"
"Ryder Green","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".191",".235",".426",".186","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007875"
"Eduardo Vaughan","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".202",".240",".443",".193","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008810"
"Jose Alejandro Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".201",".233",".434",".190","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826651"
"Brandon White","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".223",".416",".182","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010011"
"Steward Berroa","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".198",".221",".420",".185","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003276"
"Ricardo Castro","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".202",".230",".432",".188","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005508"
"Endy Estrada","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".204",".243",".447",".195","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008935"
"Scott Ota","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".192",".234",".427",".186","","13","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169866"
"Jonah McReynolds","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".190",".222",".412",".181","","4","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918288"
"Jorge Burgos","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".203",".234",".437",".192","","8","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008929"
"Fabian Andrade","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".203",".228",".431",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917083"
"Juan Pizarro","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".193",".232",".425",".184","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009793"
"Jose Rodriguez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".211",".241",".452",".198","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008753"
"Bryan Gonzalez","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".198",".243",".441",".192","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008805"
"Anthony Coronado","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".187",".230",".418",".182","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003314"
"Alan Mejia","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".190",".232",".422",".184","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008420"
"Landerson Pena","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".202",".250",".452",".196","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa923122"
"Tyler Wyatt","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".192",".207",".400",".177","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010006"
"Zeek White","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".200",".228",".428",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874992"
"Jose Freites","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".200",".229",".428",".188","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008837"
"D'Shawn Knowles","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".193",".221",".413",".181","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006889"
"Imanol Vargas","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".192",".236",".427",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004972"
"Carlos Goris","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".208",".230",".438",".194","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005604"
"Juan Montes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".200",".230",".429",".189","","10","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828387"
"Oneill Manzueta","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".189",".218",".408",".179","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005942"
"Joseph Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".187",".221",".408",".179","","3","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004269"
"Juan De La Rosa","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".194",".236",".430",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003235"
"Ryan Ward","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".193",".235",".428",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169792"
"Cristopher Barete","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".189",".219",".408",".179","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008887"
"Everson Pereira","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".190",".232",".422",".184","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007034"
"Omar De Los Santos","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".230",".423",".184","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008938"
"Johan Sala","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".195",".216",".411",".181","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872543"
"Marlon Cairo","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".193",".233",".426",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008860"
"Ronald Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".195",".236",".431",".188","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828233"
"Jaswel De Los Santos","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".199",".230",".429",".187","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008838"
"Ronny Dominguez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".199",".235",".435",".190","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917343"
"Stiven Acevedo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".199",".230",".428",".188","","7","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008952"
"Diego Hernandez","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".196",".232",".429",".187","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005759"
"Juan Diaz","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".197",".225",".422",".186","","12","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008862"
"Jose Quezada","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".191",".220",".411",".180","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005165"
"Luis Milla","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".193",".232",".425",".185","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006592"
"Antonio Arias","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".198",".230",".428",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873482"
"Jeferson Espinal","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".203",".237",".441",".192","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008793"
"Juan Mata","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".189",".217",".407",".178","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005943"
"Tristan Graham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".196",".235",".430",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875350"
"Tristen Carranza","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".202",".238",".440",".192","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009894"
"Aubrey McCarty","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".198",".228",".427",".187","","9","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738687"
"Bren Spillane","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".205",".235",".440",".195","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876159"
"Jean Eusebio","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".200",".229",".429",".189","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003416"
"Juan De Leon","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".189",".225",".415",".182","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872565"
"Oswel Leones","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".203",".238",".441",".192","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005945"
"Quentin Holmes","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".197",".233",".430",".189","","6","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004776"
"Victor Garcia","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".194",".232",".427",".186","","11","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003196"
