"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Leobaldo Pina","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".246",".290",".536",".232","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596837"
"Jordan Groshans","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".239",".284",".523",".227","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006893"
"Aramis Ademan","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".257",".280",".537",".236","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917352"
"Kevin Vicuna","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".248",".272",".519",".227","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872466"
"Carlos Eduardo Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".251",".279",".530",".233","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509268"
"Oswald Peraza","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".244",".273",".517",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003305"
"Imeldo Diaz","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".245",".286",".532",".230","","40","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872851"
"Alexi Amarista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".265",".309",".573",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","9063"
"Luis Guzman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".247",".280",".526",".230","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872453"
"Luke Sherley","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".247",".273",".520",".228","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007320"
"Brandon Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".260",".256",".515",".230","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658974"
"Manuel Geraldo","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".255",".292",".547",".237","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827970"
"Jax Biggers","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".264",".276",".540",".238","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008251"
"Gabriel Noriega","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".246",".285",".531",".230","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455932"
"Max Schuemann","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".238",".263",".500",".219","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007511"
"Zach Rutherford","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".243",".252",".494",".219","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915797"
"Hansel Moreno","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".238",".277",".516",".225","","39","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa833676"
"Alejandro Salazar","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".252",".291",".543",".234","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827937"
"Jeremy Eierman","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".227",".278",".505",".219","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007005"
"Ricardo Andujar","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".246",".271",".517",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658092"
"Yeyson Yrizarri","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".233",".277",".510",".221","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828293"
"Brandon Van Horn","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".240",".279",".519",".226","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918436"
"Tucupita Marcano","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".250",".272",".521",".228","","38","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002857"
"Bernabe Camargo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".246",".272",".518",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006881"
"Omar Obregon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".251",".267",".518",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657232"
"Yefri Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".268",".273",".541",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","12090"
"Jesse Berardi","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".244",".283",".527",".229","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829838"
"Reed Harper","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".247",".269",".516",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738433"
"Dalton Guthrie","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".243",".293",".536",".231","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829836"
"Wenceel Perez","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".242",".270",".512",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003326"
"Blaze Alexander","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".245",".283",".529",".231","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007742"
"Lenyn Sosa","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".232",".272",".504",".218","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004051"
"Cleuluis Rondon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".246",".265",".511",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596998"
"Oliver Nunez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".242",".272",".514",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828147"
"Daniel Schneemann","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".244",".274",".518",".227","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006936"
"Taylor Bryant","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".243",".265",".508",".224","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004607"
"Gift Ngoepe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".257",".279",".536",".237","","42","0.0","0.0","","-0.1","0.0","0.0","","999.0","10340"
"Louis Boyd","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".234",".252",".486",".214","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004038"
"Ricardo Cubillan","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".253",".254",".508",".226","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917089"
"Anthony Pereira","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".238",".274",".512",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826663"
"Galli Cribbs Jr.","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".249",".268",".517",".228","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa708444"
"Jesus Navarro","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".240",".256",".496",".219","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872468"
"Justin Bohn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".240",".266",".506",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737835"
"Jonathan Ornelas","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".252",".276",".529",".232","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006909"
"Gunnar Schubert","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".244",".258",".502",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007080"
"Kelvin Melean","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".241",".265",".505",".221","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917141"
"Marcus Mooney","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".244",".257",".501",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918184"
"Yan Sanchez","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".244",".276",".520",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828285"
"David Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".244",".255",".499",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596234"
"Grae Kessinger","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".231",".251",".482",".211","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010327"
"Coco Montes","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".258",".314",".572",".246","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006715"
"Freudis Nova","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".221",".267",".488",".211","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003195"
"Alvaro Rubalcaba","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".236",".240",".475",".213","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007882"
"Simon Whiteman","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".245",".243",".488",".218","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169809"
"Livan Soto","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".236",".242",".479",".212","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004264"
"Wood Myers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".235",".272",".507",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002840"
"Jake Yacinich","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".237",".266",".503",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829135"
"Christopher Torres","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".243",".241",".484",".217","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872538"
"J.C. Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".236",".265",".501",".220","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597094"
"Ryne Ogren","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".240",".253",".493",".218","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006726"
"Deacon Liput","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".233",".262",".495",".217","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008141"
"Gilbert Lara","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".236",".291",".527",".227","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877337"
"Andy Weber","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".243",".271",".514",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008282"
"Frainyer Chavez","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".254",".263",".517",".228","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007019"
"Ricky Aracena","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".238",".259",".497",".218","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877365"
"Delvin Zinn","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".243",".268",".511",".222","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875884"
"Wilkerman Garcia","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".229",".265",".494",".214","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872548"
"Ronny Mauricio","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".231",".265",".496",".214","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006887"
"Johnny Adams","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".224",".251",".475",".209","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873596"
"Connor Kaiser","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".243",".251",".494",".220","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007823"
"Miguelangel Sierra","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".215",".266",".481",".209","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872750"
"Josh Smith","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".231",".257",".487",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011703"
"AJ Graffanino","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".238",".275",".513",".223","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008030"
"Marcos Gonzalez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".234",".265",".499",".219","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003311"
"Edwin Lora","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".233",".257",".491",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737245"
"Yasel Antuna","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".242",".269",".511",".223","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa962601"
"Carlos Tovar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".231",".265",".496",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828311"
"Mario Vega","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".230",".267",".497",".216","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546156"
"Brayan Rocchio","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".231",".270",".501",".217","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005898"
"Jhombeyker Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".233",".259",".492",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa655900"
"Utah Jones","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".221",".246",".467",".205","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009832"
"Edgar Duran","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".235",".253",".488",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa503253"
"Hector Vargas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".228",".265",".493",".214","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736941"
"Patrick Frick","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".230",".228",".458",".204","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009891"
"Anyesber Sivira","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".235",".241",".476",".212","","29","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003301"
"Dusty Coleman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".227",".288",".515",".223","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","8979"
"Tyler Fitzgerald","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".231",".249",".480",".211","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011257"
"Christopher Morel","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".222",".283",".505",".217","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003171"
"Elvis Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".226",".264",".490",".213","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872780"
"Steve Carrillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".237",".241",".478",".214","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa922596"
"Manny Rodriguez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".230",".240",".470",".209","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006678"
"Cristopher Navarro","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".256",".293",".549",".238","","28","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917065"
"Ryan Dobson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".234",".246",".480",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004178"
"Cesar Izturis Jr.","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".223",".238",".461",".202","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002847"
"Jackson Cluff","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".235",".265",".500",".219","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010342"
"Jett Manning","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".228",".253",".482",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008409"
"Trae Arbet","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".220",".269",".490",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737823"
"Wander Javier","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".216",".261",".477",".208","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917168"
"Raymel Flores","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".231",".245",".477",".211","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657503"
"Yeiler Peguero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".229",".250",".480",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872515"
"Jonathan Guzman","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".233",".256",".489",".214","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917127"
"Leonel Valera","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".225",".244",".469",".207","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917320"
"Nick Sogard","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".225",".221",".447",".199","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169919"
"Justin Lopez","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".216",".269",".485",".209","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3002670"
"Eduardo Torrealba","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".225",".237",".462",".204","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917095"
"Marcos Brito","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".219",".232",".451",".200","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003183"
"Korby Batesole","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".228",".256",".484",".211","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006847"
"Milton Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".225",".249",".475",".208","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828792"
"Raynel Delgado","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".228",".254",".482",".210","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007288"
"Tanner Morris","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".226",".231",".457",".203","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009873"
"Wilmer Reyes","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".215",".257",".472",".204","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917118"
"Mike Salvatore","Mariners","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".213",".238",".451",".198","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011254"
"Garvis Lara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".221",".251",".472",".207","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828305"
"J.C. Cardenas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".224",".244",".469",".207","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875166"
"Greifer Andrade","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".214",".265",".479",".206","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa826675"
"Johan Lopez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".215",".234",".449",".197","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003228"
"Miguel Hiraldo","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".212",".255",".466",".202","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005486"
"Jesus Severino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".223",".249",".472",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827943"
"Rafael Narea","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".228",".238",".466",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871441"
"Steven Leyton","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".225",".261",".485",".211","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917309"
"Adrian Rondon","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".212",".243",".455",".199","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877519"
"Ricky De La Torre","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".216",".249",".465",".203","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004503"
"Miguel Eladio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".216",".258",".475",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828210"
"Luis De Los Santos","Blue Jays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".213",".251",".464",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917822"
"Frankie Rios","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".227",".235",".462",".206","","21","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003953"
"Kevin Maitan","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".208",".246",".455",".198","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa969045"
"Miguel Hernandez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".227",".266",".493",".213","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917055"
"Luke Wakamatsu","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".219",".252",".471",".207","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875259"
"Nico Giarratano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".225",".237",".462",".205","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857718"
"Jose King","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".220",".242",".462",".202","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917184"
"Daniel Ozoria","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".219",".239",".458",".201","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003218"
"Edwin Figuera","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".223",".241",".464",".203","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872730"
"Trey Dawson","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".214",".224",".438",".195","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007868"
"Trey Vickers","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".228",".253",".481",".211","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006932"
"Liover Peguero","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".220",".249",".470",".205","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005582"
"Manny Jefferson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".240",".461",".203","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918282"
"Clay Dungan","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".220",".241",".460",".202","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169803"
"Shervyen Newton","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".215",".235",".450",".199","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917119"
"Grant Massey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".221",".238",".459",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875816"
"Yohander Martinez","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".213",".220",".433",".192","","16","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008775"
"Moises Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".217",".243",".460",".201","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828179"
"Joseph Ortiz","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".221",".228",".450",".200","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009889"
"Osmy Gregorio","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".206",".230",".435",".192","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917348"
"Kendall Simmons","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".207",".271",".478",".205","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006867"
"Trever Morrison","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".224",".243",".467",".206","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738906"
"Carlos Vargas","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".202",".234",".436",".191","","15","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917349"
"Cristhian Adames","Giants","3","13","12","3","1","0","0","1","1","1","3","0","0","0","",".232",".293",".342",".635",".275","","70","0.0","-0.1","","-0.5","0.0","0.0","","999.0","6013"
